dossier_number,decision_number,pronounced_date,firm_name,address,county,registration_code,registration_order,euid,registrator,requestor,quality,request_details,disposition_text
42866/15.11.2023,11098,16.11.2023,ADANI-FLOR SERV SRL,"Sat Mănăstirea, Comuna Cobia, Judet Dâmboviţa",Dâmbovița,16732339,J15/774/2004,ROONRC.J15/774/2004,Antoanela-Viorica-Eleonora Rizescu,,,,"Admite cererea înregistrată sub nr. 42866 din data de 15.11.2023  având ca obiect: Îndreptare \nerori materiale  conform actului Cerere de înregistrare  avand numarul 42866 din data: 15.11.2023, cu \nurmătorul conţinut: Îndreptare erori materiale referitoare la Încheierea Nr. 6264/13.06.2023. În loc de: \nÎndreptare eroare materială pentru cererea Nr. 8292/19.08.2004. Se va scrie: Îndreptare eroare \nmaterială pentru cererea Nr. 8982/19.08.2004 . \nDispune publicarea prezentei încheieri în Buletinul Electronic al Registrului Comerţului. \n \n \nExecutorie. \n \nCu drept de plângere, în termen de 10 zile, la Tribunalul Dâmbovița în condițiile art.112 și \nart.113 din Legea nr. 265/2022 privind registrul comerțului și pentru modificarea și completarea altor \nacte normative cu incidență asupra înregistrării în registrul comerțului. \n \nPronunțată în data de: 16.11.2023"
